trtModel,,,,,,c57Model,,,,,,,,,,Match
HMR_7108, <=> benzo[a]pyrene_C20H12 ,-1000,1000,0,Exchange reactions,HMR_7108,Exchange reactions, <=> m01374s[C_s] ,0,'<=>benzo[a]pyrene_C20H12',-1000,1000,0,Exchange reactions,,1
HMR_7110, <=> naphthalene_C10H8 ,-1000,1000,0,Exchange reactions,HMR_7110,R_HMR_7110, <=> m02556s[C_s] ,0,'<=>naphthalene_C10H8',-1000,1000,0,Exchange reactions,,2
HMR_7112, <=> aflatoxin B1_C17H12O6 ,-1000,1000,0,Exchange reactions,HMR_7112,R_HMR_7112, <=> m01296s[C_s] ,0,'<=>aflatoxinB1_C17H12O6',-1000,1000,0,Exchange reactions,,3
HMR_7114, <=> trichloroethene_C2HCl3 ,-1000,1000,0,Exchange reactions,HMR_7114,R_HMR_7114, <=> m03044s[C_s] ,0,'<=>trichloroethene_C2HCl3',-1000,1000,0,Exchange reactions,,4
HMR_7116, <=> bromobenzene_C6H5Br ,-1000,1000,0,Exchange reactions,HMR_7116,R_HMR_7116, <=> m01403s[C_s] ,0,'<=>bromobenzene_C6H5Br',-1000,1000,0,Exchange reactions,,5
HMR_7118," <=> ""7,12-dimethylbenz[a]anthracene_C20H16"" ",-1000,1000,0,Exchange reactions,HMR_7118,R_HMR_7118, <=> m01174s[C_s] ,0,"'<=>7,12-dimethylbenz[a]anthracene_C20H16'",-1000,1000,0,Exchange reactions,,6
HMR_7120, <=> 4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone_C10H13N3O2 ,-1000,1000,0,Exchange reactions,HMR_7120,R_HMR_7120, <=> m00932s[C_s] ,0,'<=>4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone_C10H13N3O2',-1000,1000,0,Exchange reactions,,7
HMR_7122, <=> 1-nitronaphthalene_C10H7NO2 ,-1000,1000,0,Exchange reactions,HMR_7122,R_HMR_7122, <=> m00545s[C_s] ,0,'<=>1-nitronaphthalene_C10H7NO2',-1000,1000,0,Exchange reactions,,8
HMR_7124," <=> ""1,1-dichloroethylene_C2H2Cl2"" ",-1000,1000,0,Exchange reactions,HMR_7124,R_HMR_7124, <=> m00228s[C_s] ,0,"'<=>1,1-dichloroethylene_C2H2Cl2'",-1000,1000,0,Exchange reactions,,9
HMR_7126," <=> ""1,2-dibromoethane_C2H4Br2"" ",-1000,1000,0,Exchange reactions,HMR_7126,R_HMR_7126, <=> m00242s[C_s] ,0,"'<=>1,2-dibromoethane_C2H4Br2'",-1000,1000,0,Exchange reactions,,10
HMR_9034,glucose_C6H12O6  <=> ,-1000,1000,1000,Exchange reactions,HMR_9034,R_HMR_9034,m01965s[C_s]  <=> ,0,'glucose_C6H12O6<=>',-1000,1000,4.856690172,Exchange reactions,,11
HMR_9049,VLDL  -> ,0,1000,0,Exchange reactions,HMR_9049,R_HMR_9049,m03147r[C_r]  -> ,0,'VLDL->',0,1000,0,Exchange reactions,,12
HMR_9029, -> VLDL remnant ,0,1000,0.011804054,Exchange reactions,HMR_9029,R_HMR_9029, -> m03146s[C_s] ,0,'->VLDLremnant',0,1000,0.001669029,Exchange reactions,,13
HMR_9032, -> SMCFA-blood-pool_CHO2R ,0,1000,0,Exchange reactions,HMR_9032,R_HMR_9032, -> m02909s[C_s] ,0,'->SMCFA-blood-pool_CHO2R',0,1000,0,Exchange reactions,,14
HMR_9033, <=> NEFA blood pool in_CHO2R ,-1000,1000,172.9360943,Exchange reactions,HMR_9033,R_HMR_9033, <=> m02560s[C_s] ,0,'<=>NEFAbloodpoolin_CHO2R',-1000,1000,4.177013699,Exchange reactions,,15
HMR_9035, -> linoleate_C18H32O2 ,0,1000,0,Exchange reactions,HMR_9035,R_HMR_9035, -> m02387s[C_s] ,0,'->linoleate_C18H32O2',0,1000,0,Exchange reactions,,16
HMR_9036, -> linolenate_C18H30O2 ,0,1000,25.80445286,Exchange reactions,HMR_9036,R_HMR_9036, -> m02389s[C_s] ,0,'->linolenate_C18H30O2',0,1000,0.012049818,Exchange reactions,,17
HMR_9038, -> ,0,1000,0,Exchange reactions,HMR_9038,R_HMR_9038, -> m02125s[C_s] ,0,'->histidine_C6H9N3O2',0,1000,25.95358534,Exchange reactions,,18
HMR_9039, -> ,0,1000,0,Exchange reactions,HMR_9039,R_HMR_9039, -> m02184s[C_s] ,0,'->isoleucine_C6H13NO2',0,1000,10.68677044,Exchange reactions,,19
HMR_9040, -> ,0,1000,0,Exchange reactions,HMR_9040,R_HMR_9040, -> m02360s[C_s] ,0,'->leucine_C6H13NO2',0,1000,120.6078378,Exchange reactions,,20
HMR_9041, -> ,0,1000,0,Exchange reactions,HMR_9041,R_HMR_9041, -> m02426s[C_s] ,0,'->lysine_C6H14N2O2',0,1000,58.01389665,Exchange reactions,,21
HMR_9042, -> ,0,1000,0,Exchange reactions,HMR_9042,R_HMR_9042, -> m02471s[C_s] ,0,'->methionine_C5H11NO2S',0,1000,29.00694832,Exchange reactions,,22
HMR_9043, -> ,0,1000,0,Exchange reactions,HMR_9043,R_HMR_9043, -> m02724s[C_s] ,0,'->phenylalanine_C9H11NO2',0,1000,29.00694832,Exchange reactions,,23
HMR_9044, -> ,0,1000,0,Exchange reactions,HMR_9044,R_HMR_9044, -> m02993s[C_s] ,0,'->threonine_C4H9NO3',0,1000,1000,Exchange reactions,,24
HMR_9045, -> ,0,1000,0,Exchange reactions,HMR_9045,R_HMR_9045, -> m03089s[C_s] ,0,'->tryptophan_C11H12N2O2',0,1000,13.74013342,Exchange reactions,,25
HMR_9046, -> ,0,1000,0,Exchange reactions,HMR_9046,R_HMR_9046, -> m03135s[C_s] ,0,'->valine_C5H11NO2',0,1000,699.0721561,Exchange reactions,,26
HMR_9048, -> ,0,1000,0,Exchange reactions,HMR_9048,R_HMR_9048, -> m02630s[C_s] ,0,'->O2_O2',0,1000,1000,Exchange reactions,,27
HMR_9058, -> ,0,1000,0,Exchange reactions,HMR_9058,R_HMR_9058,m01596s[C_s]  -> ,0,'CO2_CO2->',0,1000,1000,Exchange reactions,,28
HMR_9061, <=> ,-1000,1000,-1000,Exchange reactions,HMR_9061,R_HMR_9061, <=> m01307s[C_s] ,0,'<=>alanine_C3H7NO2',-1000,1000,-1000,Exchange reactions,,29
HMR_9062, <=> ,-1000,1000,-1000,Exchange reactions,HMR_9062,R_HMR_9062, <=> m01369s[C_s] ,0,'<=>asparagine_C4H8N2O3',-1000,1000,16.7934964,Exchange reactions,,30
HMR_9063, <=> ,-1000,1000,-1000,Exchange reactions,HMR_9063,R_HMR_9063, <=> m01975s[C_s] ,0,'<=>glutamine_C5H10N2O3',-1000,1000,41.22040025,Exchange reactions,,31
HMR_9064, <=> ,-1000,1000,-1000,Exchange reactions,HMR_9064,R_HMR_9064, <=> m03101s[C_s] ,0,'<=>tyrosine_C9H11NO3',-1000,1000,35.11367429,Exchange reactions,,32
HMR_9065, <=> ,-1000,1000,-1000,Exchange reactions,HMR_9065,R_HMR_9065, <=> m01628s[C_s] ,0,'<=>cysteine_C3H7NO2S',-1000,1000,-123.1624499,Exchange reactions,,33
